neis_code,name,region,gu,office_code,address
7201211,녹산초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 과학산단2로20번길 55
7201223,오션초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 명지오션시티6로 72
7201226,신명초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 명지국제7로 178
7201235,송정초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 신호산단4로 10
7201243,명일초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 명지국제5로 170-5
7201252,명원초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 명지국제6로 147
7201263,명문초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 명지국제8로 195
7201268,대저중앙초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 에코델타2로 23
7201272,강서초등학교,부산광역시교육청,강서구,C10,부산광역시 강서구 에코델타2로 94
7211039,강동초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 해운대로349번길 10
7211040,광남초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 광안해변로 115
7211041,광안초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 광안로35번길 42
7211042,기장초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 기장읍 읍내로 69
7211043,남천초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 남천서로 14
7211045,대청초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 기장읍 차성서로 31
7211046,동백초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 좌동순환로357번길 6
7211047,망미초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 수미로35번길 27
7211048,민락초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 광남로257번길 12
7211049,민안초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 감포로38번길 33
7211050,반산초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 재반로 171
7211051,반석초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 선수촌로207번길 14
7211052,반송초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 아랫반송로30번길 37-16
7211053,반여초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 재반로 301
7211054,배산초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 망미배산로48번길 85-15
7211055,부흥초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 좌동순환로 216
7211056,상당초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 세실로 173
7211057,송운초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 신반송로 20
7211058,송정초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 해운대로 1164-9
7211059,수미초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 연수로310번길 91
7211060,수영초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 광서로16번길 33
7211061,신곡초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 좌동순환로 290
7211062,신도초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 좌동순환로 34
7211063,신재초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 해운대로81번길 81
7211064,양운초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 대천로67번길 36
7211065,운봉초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 신반송로 11-20
7211066,운송초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 반송로 839
7211067,월내초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 장안읍 길천2길 25
7211068,월평초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 정관읍 월평1길 21
7211070,장산초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 선수촌로 68
7211071,장안초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 장안읍 장안로 67-4
7211072,재송초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 재반로64번길 33
7211073,정관초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 정관읍 정관로 530
7211074,좌동초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 세실로 127
7211075,좌산초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 좌동순환로311번길 7
7211076,좌천초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 장안읍 좌천로 13-66
7211077,죽성초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 기장읍 죽성로 270
7211078,철마초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 철마면 철마로 493
7211079,칠암초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 일광읍 박영준길 19
7211080,해강초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 해운대해변로 73
7211081,해동초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 우동1로 104
7211082,해송초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 좌동순환로402번길 32
7211083,해운대초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 중동2로24번길 30
7211084,호암초등학교,부산광역시교육청,수영구,C10,부산광역시 수영구 호암로 57
7211085,해림초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 해운대로469번길 42
7211086,교리초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 기장읍 차성로 427
7211087,반안초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 명장로67번길 40-42
7211089,인지초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 반여로 128
7211090,무정초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 반여로 68-11
7211091,삼어초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 삼어로91번길 73
7211092,센텀초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 센텀중앙로 166
7211093,송수초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 해운대로76번길 35
7211094,내리초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 기장읍 소정안길 50
7211095,신정초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 정관읍 정관로 460
7211096,신진초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 철마면 고촌로28번길 10
7211185,해원초등학교,부산광역시교육청,해운대구,C10,부산광역시 해운대구 마린시티2로 10
7211200,모전초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 정관읍 정관1로 17
7211207,달산초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 정관읍 정관로 674
7211209,정원초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 정관읍 정관로 423
7211215,가동초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 정관읍 정관5로 100
7211224,방곡초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 정관읍 정관덕산길 61
7211231,용암초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 기장읍 기장해안로 577
7211240,일광초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 일광읍 해빛로 46
7211243,해빛초등학교,부산광역시교육청,기장군,C10,부산광역시 기장군 일광읍 해빛6로 9
7251047,대구초등학교,대구광역시교육청,중구,D10,대구광역시 중구 명륜로23길 80
7251048,대구수창초등학교,대구광역시교육청,중구,D10,대구광역시 중구 달성로22길 30
7251049,대구남산초등학교,대구광역시교육청,중구,D10,대구광역시 중구 남산로 70
7251050,대구삼덕초등학교,대구광역시교육청,중구,D10,대구광역시 중구 달구벌대로447길 10
7251051,대구동도초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 동대구로57길 8
7251052,대구명덕초등학교,대구광역시교육청,중구,D10,대구광역시 중구 남산로2길 125
7251053,대구수성초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 상화로5길 40
7251054,대구동인초등학교,대구광역시교육청,중구,D10,대구광역시 중구 국채보상로 728
7251055,대구종로초등학교,대구광역시교육청,중구,D10,대구광역시 중구 경상감영길 49
7251056,대구동덕초등학교,대구광역시교육청,중구,D10,대구광역시 중구 동덕로26길 20
7251057,대구지산초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 지범로17길 3-14
7251058,대구해안초등학교,대구광역시교육청,동구,D10,대구광역시 동구 옻골로 50
7251059,대구동촌초등학교,대구광역시교육청,동구,D10,대구광역시 동구 동촌로 168
7251060,대구해서초등학교,대구광역시교육청,동구,D10,대구광역시 동구 팔공로 220-4
7251061,대구신천초등학교,대구광역시교육청,동구,D10,대구광역시 동구 송라로6길 5
7251062,대구아양초등학교,대구광역시교육청,동구,D10,대구광역시 동구 아양로 221
7251063,동대구초등학교,대구광역시교육청,동구,D10,대구광역시 동구 신암남로 45
7251064,대구동천초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 상록로16길 20
7251065,대구동성초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 수성로 311
7251066,대구효목초등학교,대구광역시교육청,동구,D10,대구광역시 동구 화랑로27길 25
7251067,대구동신초등학교,대구광역시교육청,동구,D10,대구광역시 동구 송라로 123
7251068,대구범어초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 달구벌대로489길 55
7251069,대구동부초등학교,대구광역시교육청,동구,D10,대구광역시 동구 신암북로7길 22
7251070,대구효신초등학교,대구광역시교육청,동구,D10,대구광역시 동구 동부로34길 70
7251071,대구만촌초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 국채보상로214길 33
7251072,대구황금초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 들안로32길 22
7251073,대구동원초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 국채보상로 1000
7251074,대구공산초등학교,대구광역시교육청,동구,D10,대구광역시 동구 팔공로197길 35
7251075,대구지묘초등학교,대구광역시교육청,동구,D10,대구광역시 동구 파계로6길 54-3
7251077,대구반야월초등학교,대구광역시교육청,동구,D10,대구광역시 동구 안심로49길 70
7251078,대구안일초등학교,대구광역시교육청,동구,D10,대구광역시 동구 율하동로23길 66
7251079,대구송정초등학교,대구광역시교육청,동구,D10,대구광역시 동구 안심로90길 9
7251080,대구숙천초등학교,대구광역시교육청,동구,D10,대구광역시 동구 숙천로 17
7251081,대구고산초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 달구벌대로 3067
7251082,대구성동초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 청수로45길 27
7251083,대구신성초등학교,대구광역시교육청,동구,D10,대구광역시 동구 동북로71길 29
7251084,대구동산초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 동대구로42길 29
7251085,대구경동초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 청호로76길 12
7251086,대구파동초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 파동로51길 34
7251087,대구동일초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 들안로 311
7251088,대구동문초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 효행로2길 111
7251089,대구불로초등학교,대구광역시교육청,동구,D10,대구광역시 동구 방천로3길 19
7251090,대구덕성초등학교,대구광역시교육청,동구,D10,대구광역시 동구 아양로34길 50
7251091,대구방촌초등학교,대구광역시교육청,동구,D10,대구광역시 동구 동촌로42길 35-14
7251092,대구대청초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 교학로12길 42
7251093,대구두산초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 동대구로6길 31
7251094,대구효동초등학교,대구광역시교육청,동구,D10,대구광역시 동구 효동로 78-7
7251095,대구용지초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 지산로 12
7251096,대구지봉초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 지범로31길 45
7251097,대구입석초등학교,대구광역시교육청,동구,D10,대구광역시 동구 아양로 300
7251098,대구율하초등학교,대구광역시교육청,동구,D10,대구광역시 동구 율하동로15길 1
7251099,대구범물초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 지범로41길 33
7251100,대구범일초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 범안로4길 22
7251101,대구신매초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 달구벌대로650길 26
7251102,대구시지초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 달구벌대로631길 17
7251103,대구욱수초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 신매로 20
7251104,대구노변초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 노변공원로 52
7251105,대구매호초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 달구벌대로647길 30
7251106,대구용호초등학교,대구광역시교육청,동구,D10,대구광역시 동구 동촌로56길 82
7251107,대구복명초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 범안로20길 8
7251108,대구중앙초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 만촌로 125
7251109,대구동호초등학교,대구광역시교육청,동구,D10,대구광역시 동구 동호로 25
7251110,대구강동초등학교,대구광역시교육청,동구,D10,대구광역시 동구 동호로7길 17
7251111,대구청림초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 고산로 51
7251112,대구사월초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 달구벌대로656길 46
7251113,대구매동초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 천을로31길 16
7251114,대구율원초등학교,대구광역시교육청,동구,D10,대구광역시 동구 율하동로 55
7251116,계성초등학교,대구광역시교육청,중구,D10,대구광역시 중구 달성로 15
7251117,영신초등학교,대구광역시교육청,동구,D10,대구광역시 동구 팔공로50길 32
7251118,대구삼육초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 청수로 22-23
7251243,대구율금초등학교,대구광역시교육청,동구,D10,대구광역시 동구 안심로16길 70
7251245,대구봉무초등학교,대구광역시교육청,동구,D10,대구광역시 동구 팔공로53길 30
7251259,대구새론초등학교,대구광역시교육청,동구,D10,대구광역시 동구 과학로13길 5
7251268,대구들안길초등학교,대구광역시교육청,수성구,D10,대구광역시 수성구 들안로16길 58
7251301,대구팔공초등학교,대구광역시교육청,동구,D10,대구광역시 동구 연경지묘로 150
7261040,대구서부초등학교,대구광역시교육청,서구,D10,대구광역시 서구 달서로26길 25
7261041,대구달성초등학교,대구광역시교육청,서구,D10,대구광역시 서구 고성로 127
7261042,대구칠성초등학교,대구광역시교육청,북구,D10,대구광역시 북구 침산남로32길 17
7261043,대구인지초등학교,대구광역시교육청,서구,D10,대구광역시 서구 서대구로66길 20
7261044,대구대성초등학교,대구광역시교육청,서구,D10,대구광역시 서구 국채보상로 426
7261045,대구신암초등학교,대구광역시교육청,북구,D10,대구광역시 북구 경대로 21
7261046,대구문성초등학교,대구광역시교육청,북구,D10,대구광역시 북구 복현로 180
7261048,대구중리초등학교,대구광역시교육청,서구,D10,대구광역시 서구 국채보상로 135
7261049,대구침산초등학교,대구광역시교육청,북구,D10,대구광역시 북구 성북로 25
7261050,대구옥산초등학교,대구광역시교육청,북구,D10,대구광역시 북구 칠성시장로23길 55
7261051,대구성북초등학교,대구광역시교육청,북구,D10,대구광역시 북구 호국로57길 42
7261052,대구산격초등학교,대구광역시교육청,북구,D10,대구광역시 북구 산격로10길 14
7261053,대구평리초등학교,대구광역시교육청,서구,D10,대구광역시 서구 국채보상로53길 6-5
7261054,대구비산초등학교,대구광역시교육청,서구,D10,대구광역시 서구 통학로 202
7261055,대구서도초등학교,대구광역시교육청,서구,D10,대구광역시 서구 평리로 395
7261056,대구북비산초등학교,대구광역시교육청,서구,D10,대구광역시 서구 통학로48길 7
7261057,대구이현초등학교,대구광역시교육청,서구,D10,대구광역시 서구 국채보상로37길 35
7261058,대구경운초등학교,대구광역시교육청,서구,D10,대구광역시 서구 평리로54길 16
7261059,서대구초등학교,대구광역시교육청,서구,D10,대구광역시 서구 서대구로63길 28-13
7261060,대구복현초등학교,대구광역시교육청,북구,D10,대구광역시 북구 공항로 58
7261062,대구달서초등학교,대구광역시교육청,서구,D10,대구광역시 서구 국채보상로34길 35
7261063,대구칠곡초등학교,대구광역시교육청,북구,D10,대구광역시 북구 칠곡중앙대로110길 5
7261064,대구매천초등학교,대구광역시교육청,북구,D10,대구광역시 북구 매천로 179
7261065,대구도남초등학교,대구광역시교육청,북구,D10,대구광역시 북구 구리로 202
7261066,대구대산초등학교,대구광역시교육청,북구,D10,대구광역시 북구 신천동로 900
7261067,대구서평초등학교,대구광역시교육청,서구,D10,대구광역시 서구 서대구로45길 60
7261069,북대구초등학교,대구광역시교육청,북구,D10,대구광역시 북구 동북로37길 68
7261070,대구달산초등학교,대구광역시교육청,북구,D10,대구광역시 북구 옥산로17길 37
7261071,대구경진초등학교,대구광역시교육청,북구,D10,대구광역시 북구 경진로12길 5
7261072,대구두류초등학교,대구광역시교육청,서구,D10,대구광역시 서구 달구벌대로357길 22
7261074,대구내서초등학교,대구광역시교육청,서구,D10,대구광역시 서구 달구벌대로371길 35
7261075,대구관음초등학교,대구광역시교육청,북구,D10,대구광역시 북구 관음동로17길 16
7261076,대구관천초등학교,대구광역시교육청,북구,D10,대구광역시 북구 구암로22길 17
7261077,대구태전초등학교,대구광역시교육청,북구,D10,대구광역시 북구 칠곡중앙대로75길 16
7261078,대구북부초등학교,대구광역시교육청,북구,D10,대구광역시 북구 동천로 20
7261079,대구구암초등학교,대구광역시교육청,북구,D10,대구광역시 북구 학정로 245
7261080,대구태현초등학교,대구광역시교육청,북구,D10,대구광역시 북구 태전로 95
7261081,대구교동초등학교,대구광역시교육청,북구,D10,대구광역시 북구 관음중앙로34길 4
7261082,대구대천초등학교,대구광역시교육청,북구,D10,대구광역시 북구 구암로21길 54
7261083,대구팔달초등학교,대구광역시교육청,북구,D10,대구광역시 북구 매천로2길 19-6
7261084,대구태암초등학교,대구광역시교육청,북구,D10,대구광역시 북구 칠곡중앙대로52길 56
7261085,대구강북초등학교,대구광역시교육청,북구,D10,대구광역시 북구 구암서로 50
7261086,대구관남초등학교,대구광역시교육청,북구,D10,대구광역시 북구 칠곡중앙대로91길 10
7261087,대구동평초등학교,대구광역시교육청,북구,D10,대구광역시 북구 동천로 84
7261088,대구학남초등학교,대구광역시교육청,북구,D10,대구광역시 북구 학정동로 23
7261089,대구운암초등학교,대구광역시교육청,북구,D10,대구광역시 북구 대천로 148
7261090,대구동변초등학교,대구광역시교육청,북구,D10,대구광역시 북구 동변로 60
7261091,대구서변초등학교,대구광역시교육청,북구,D10,대구광역시 북구 호국로43길 35
7261092,대구함지초등학교,대구광역시교육청,북구,D10,대구광역시 북구 동천로 33
7261093,대구학정초등학교,대구광역시교육청,북구,D10,대구광역시 북구 학남로 32
7261094,대구관문초등학교,대구광역시교육청,북구,D10,대구광역시 북구 매전로 32
7261210,대구사수초등학교,대구광역시교육청,북구,D10,대구광역시 북구 내곡로 124
7261218,대구삼영초등학교,대구광역시교육청,북구,D10,대구광역시 북구 내곡로 63
7261225,대구연경초등학교,대구광역시교육청,북구,D10,대구광역시 북구 연경중앙로11길 19
7261228,대구국우초등학교,대구광역시교육청,북구,D10,대구광역시 북구 도남중앙로10길 45
7271048,대구대명초등학교,대구광역시교육청,남구,D10,대구광역시 남구 대명로 100
7271049,대구대봉초등학교,대구광역시교육청,남구,D10,대구광역시 남구 대봉로26길 33
7271050,대구내당초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 명덕로 22-9
7271051,대구영선초등학교,대구광역시교육청,남구,D10,대구광역시 남구 영선길 96
7271052,대구봉덕초등학교,대구광역시교육청,남구,D10,대구광역시 남구 효성로 71
7271053,대구신흥초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 두류공원로 257
7271054,대구성남초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 성당로47길 35
7271055,대구남도초등학교,대구광역시교육청,남구,D10,대구광역시 남구 현충동길 74
7271056,대구성명초등학교,대구광역시교육청,남구,D10,대구광역시 남구 성당로30길 55
7271057,대구남부초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 야외음악당로 15길
7271058,대구대덕초등학교,대구광역시교육청,남구,D10,대구광역시 남구 대명서로 28
7271059,대구성서초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 달구벌대로 1339
7271060,대구본리초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 장기로 198
7271061,대구월배초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 월배로 131
7271062,대구상인초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 월곡로 211
7271063,대구송현초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 송현로 128
7271064,대구진천초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 상화로9길 65
7271065,대구효명초등학교,대구광역시교육청,남구,D10,대구광역시 남구 앞산순환로 707
7271066,남대구초등학교,대구광역시교육청,남구,D10,대구광역시 남구 중앙대로47길 55
7271067,대구죽전초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 죽전길 127
7271068,대구성당초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 대명천로 118
7271069,대구남명초등학교,대구광역시교육청,남구,D10,대구광역시 남구 큰골4길 41
7271070,대구감삼초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 당산로 123
7271071,대구대남초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 월배로68길 91
7271072,대구용산초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 와룡로49길 80
7271073,대구남송초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 송현로 192
7271074,대구덕인초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 대명천로43길 66
7271075,대구남덕초등학교,대구광역시교육청,남구,D10,대구광역시 남구 앞산순환로93길 33
7271076,대구진월초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 진천로4길 32
7271077,대구학산초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 월성로 76
7271078,대구대서초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 송현로 9
7271079,대구월성초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 학산로7길 26
7271080,대구송일초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 학산로2길 38
7271081,대구감천초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 구마로12길 60
7271082,대구월촌초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 상인서로 60
7271084,대구상원초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 월곡로20길 15
7271085,대구신당초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 서당로 14
7271086,대구와룡초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 선원남로 22
7271087,대구대곡초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 도원남로 60
7271088,대구성지초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 새동네로 27
7271089,대구노전초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 한실로 43
7271090,대구도원초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 도원남로 100-30
7271091,대구이곡초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 선원남로 120
7271092,대구선원초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 선원로33길 105
7271093,대구성산초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 선원남로 173
7271094,대구신서초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 계대동문로3길 46
7271095,대구장산초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 장산로 30
7271096,대구용전초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 용산로 260
7271098,대구장기초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 장기로 280
7271099,대구대진초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 상화로 70
7271100,대구성곡초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 선원남로 127
7271101,대구장동초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 달구벌대로304길 112
7271102,대구장성초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 달구벌대로 1429-11
7271103,대구월서초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 월배로39길 46
7271104,대구호산초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 달서대로109길 116
7271105,대구유천초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 달서대로 39
7271106,대구신월초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 조암남로 100
7271107,대구조암초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 조암로5길 19
7271108,효성초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 송현로 81
7271200,대구월암초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 조암로6길 55
7271215,대구한샘초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 월배로11길 42
7271235,대구한솔초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 조암남로 172-13
7271250,대구용천초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 조암남로32길 55
7271258,대구한실초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 한실로6길 108
7281017,대구화원초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 화원읍 비슬로 2580
7281018,대구옥포초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 옥포읍 비슬로 2220
7281019,대구금계초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 옥포읍 금계길 55
7281020,대구반송초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 옥포읍 용연사길 5
7281021,대구금포초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 논공읍 금포초등길 28
7281022,대구북동초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 논공읍 논공로11길 18
7281023,대구현풍초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 현풍읍 비슬로134길 167-6
7281024,대구유가초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 유가읍 테크노대로5길 34
7281025,대구구지초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 구지면 창리로11길 45-11
7281026,대구다사초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 다사읍 다사로 86
7281027,대구서재초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 다사읍 서재로 100
7281028,대구동곡초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 하빈면 달구벌대로55길 104-4
7281029,대구하빈초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 하빈면 하빈로 391-1
7281030,대구용계초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 가창면 가창로221길 1
7281031,대구가창초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 가창면 가창로 640
7281032,대구남동초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 논공읍 논공로 258
7281033,대구화남초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 화원읍 명천로 181
7281034,대구죽곡초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 다사읍 죽곡1길 18
7281035,대구명곡초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 화원읍 명곡로 40
7281036,대구천내초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 화원읍 성천로 192
7281037,대구도림초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 다사읍 서재로26길 94
7281038,대구논공초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 논공읍 논공로7길 41
7281039,대구화동초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 화원읍 성암로 38
7281040,대구왕선초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 다사읍 대실역북로 93
7281041,대구매곡초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 다사읍 대실역북로3길 6
7281102,대구강림초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 옥포읍 돌미로 15
7281103,대구대실초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 다사읍 대실역남로1길 31
7281104,대구비슬초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 유가읍 테크노북로 144
7281105,대구세천초등학교,대구광역시교육청,달성군,D10,대구광역시 달성군 다사읍 세천로 182-9
